route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
L1b,L,L1b-0-L-0001,Platforma Vest,0,S1
L1b,L,L1b-0-L-0002,Platforma Vest,0,S1
L1b,L,L1b-1-L-0003,Făt Frumos,1,S2
L1b,L,L1b-1-L-0004,Făt Frumos,1,S2
L1,L,L1-0-L-0005,Făt Frumos,0,S3
L1,L,L1-0-L-0006,Piața U.T.A.,0,S3
L1,L,L1-0-L-0007,Piața U.T.A.,0,S3
L1,L,L1-0-L-0008,Piața U.T.A.,0,S3
L1,L,L1-0-L-0009,Piața U.T.A.,0,S3
L1,L,L1-0-L-0010,Piața U.T.A.,0,S3
L1,L,L1-0-L-0011,Piața U.T.A.,0,S3
L1,L,L1-0-L-0012,Piața U.T.A.,0,S3
L1,SD,L1-0-SD-0013,Piața U.T.A.,0,S3
L1,SD,L1-0-SD-0014,Piața U.T.A.,0,S3
L1,SD,L1-0-SD-0015,Piața U.T.A.,0,S3
L1,SD,L1-0-SD-0016,Piața U.T.A.,0,S3
L1,SD,L1-0-SD-0017,Piața U.T.A.,0,S3
L1,SD,L1-0-SD-0018,Piața U.T.A.,0,S3
L1,L,L1-1-L-0019,Piața Romană,1,S4
L1,L,L1-1-L-0020,Piața Romană,1,S4
L1,L,L1-1-L-0021,Piața Romană,1,S4
L1,L,L1-1-L-0022,Piața Romană,1,S4
